Trip Seconds,Trip Miles,Fare,Tips,Extras,Trip Total,Payment Type,Company,Weekend,Daytime
1539,14.5,37.0,4.0,5.0,46.5,Credit Card,Flash Cab,True,False
1488,13.23,34.25,12.08,5.5,52.33,Mobile,Flash Cab,False,False
527,1.19,10.0,1.9,0.0,11.9,Mobile,Taxicab Insurance Agency Llc,False,True
2391,15.87,41.75,0.0,5.0,46.75,Cash,Medallion Leasin,True,True
1320,11.9,30.5,0.0,0.0,30.5,Unknown,Taxi Affiliation Services,False,True
1992,10.27,30.0,0.0,0.0,30.0,Prcard,Star North Taxi Management Llc,False,True
2775,18.34,48.25,0.0,0.5,48.75,Cash,Chicago Independents,False,True
2602,17.99,64.0,10.0,0.0,74.5,Credit Card,City Service,False,True
2330,17.18,43.25,0.0,0.0,43.25,Cash,Sun Taxi,False,True
930,6.39,18.5,5.0,8.0,32.0,Credit Card,5 Star Taxi,True,True
217,0.37,4.5,4.0,1.0,10.0,Credit Card,5 Star Taxi,False,True
2386,17.06,43.5,0.0,6.5,50.0,Cash,Sun Taxi,False,True
1536,10.88,30.0,0.0,0.0,30.0,Prcard,Flash Cab,False,True
1722,13.69,44.4,0.0,0.0,44.4,Cash,Flash Cab,False,False
1320,6.1,19.5,0.0,0.0,19.5,Unknown,Taxi Affiliation Services,False,True
540,0.1,8.25,4.0,0.0,12.25,Credit Card,Taxi Affiliation Services,False,True
771,4.91,15.88,2.82,0.0,18.7,Mobile,Sun Taxi,True,True
1175,15.51,38.5,0.0,0.0,38.5,Prcard,Flash Cab,False,False
22,0.07,3.25,0.0,0.0,3.25,Cash,Star North Taxi Management Llc,False,True
660,0.1,11.5,0.0,0.0,11.5,Cash,Taxi Affiliation Services,False,True
2682,14.57,38.25,0.0,4.0,42.25,Cash,Sun Taxi,True,True
2340,13.2,34.25,7.75,4.0,46.0,Credit Card,Taxi Affiliation Services,False,True
360,1.7,7.75,2.05,2.0,11.8,Credit Card,Taxi Affiliation Services,True,True
1380,17.9,43.5,8.0,1.0,52.5,Credit Card,Taxi Affiliation Services,True,False
954,11.54,29.25,0.0,0.0,29.25,Prcard,Flash Cab,True,True
669,1.18,8.0,0.0,0.0,8.0,Cash,Flash Cab,False,True
1213,2.03,12.0,2.7,1.0,16.2,Credit Card,Taxicab Insurance Agency Llc,False,True
1020,3.4,13.0,0.0,3.5,16.5,Cash,Globe Taxi,True,True
1920,1.2,49.5,0.0,0.0,49.5,Cash,Taxi Affiliation Services,True,True
737,1.03,9.0,2.31,0.0,11.31,Mobile,Taxicab Insurance Agency Llc,False,True
1432,11.29,30.75,0.0,0.0,30.75,Prcard,Flash Cab,False,False
2125,17.9,44.25,9.75,4.0,58.5,Credit Card,5 Star Taxi,True,True
1033,3.52,13.25,2.75,0.0,16.5,Credit Card,Sun Taxi,True,True
720,1.4,8.5,3.0,0.0,11.5,Credit Card,Taxi Affiliation Services,False,True
302,0.91,5.75,0.0,0.0,5.75,Cash,City Service,False,True
2470,15.19,38.75,8.65,4.0,51.9,Credit Card,Star North Taxi Management Llc,False,True
2028,9.8,30.25,0.0,0.0,30.25,Prcard,Flash Cab,False,True
600,1.7,8.5,2.0,0.0,10.5,Credit Card,Taxi Affiliation Services,True,True
377,0.94,6.25,2.0,0.0,8.75,Credit Card,Taxicab Insurance Agency Llc,False,True
536,1.63,7.75,0.0,0.0,7.75,Cash,Medallion Leasin,False,True
1366,18.61,45.5,0.0,3.0,48.5,Cash,Medallion Leasin,True,False
2040,17.9,44.25,0.0,4.0,48.25,Credit Card,Taxi Affiliation Services,True,True
1691,16.57,41.5,9.3,4.5,55.8,Credit Card,Star North Taxi Management Llc,False,True
2760,19.0,47.0,12.0,4.0,63.0,Credit Card,Taxi Affiliation Services,False,True
491,1.35,7.0,1.05,0.0,8.05,Mobile,City Service,False,True
3959,17.17,47.25,10.55,5.0,63.3,Credit Card,Taxicab Insurance Agency Llc,False,True
1500,18.1,44.75,9.05,0.0,53.8,Credit Card,Taxi Affiliation Services,False,False
2260,6.04,25.75,0.0,0.0,25.75,Prcard,Blue Ribbon Taxi Association,True,False
3120,17.3,46.0,10.1,4.0,60.1,Credit Card,Chicago Independents,False,True
1140,3.8,14.5,0.0,2.0,16.5,Cash,"Taxicab Insurance Agency, LLC",True,True
1020,0.2,12.5,2.0,0.0,14.5,Credit Card,Taxi Affiliation Services,False,True
2207,6.73,23.5,0.0,0.0,23.5,Prcard,Flash Cab,False,True
1951,13.12,34.5,7.0,0.0,42.0,Credit Card,Chicago Independents,False,False
406,2.57,9.5,2.31,0.0,11.81,Mobile,Sun Taxi,False,False
1814,5.52,17.25,4.44,0.0,22.19,Credit Card,Flash Cab,False,True
2234,12.58,33.0,0.0,0.0,33.0,Prcard,Flash Cab,False,True
3079,15.51,41.25,0.0,0.0,41.25,Cash,Medallion Leasin,False,True
1622,10.72,30.0,0.0,0.0,30.0,Prcard,5 Star Taxi,False,False
1012,3.71,11.87,1.6,0.0,13.47,Mobile,Star North Taxi Management Llc,True,False
1803,15.22,39.5,8.0,0.0,48.0,Credit Card,5 Star Taxi,False,True
840,0.2,13.5,2.8,0.0,16.3,Credit Card,Taxi Affiliation Services,False,False
1260,2.9,13.75,2.85,0.0,17.1,Credit Card,Globe Taxi,False,True
392,0.95,6.25,0.0,0.0,6.25,Cash,Taxicab Insurance Agency Llc,False,True
1225,10.25,26.25,0.0,4.5,31.25,Credit Card,City Service,True,True
474,0.98,6.75,3.0,0.0,10.25,Credit Card,Flash Cab,False,True
1062,2.11,11.5,0.0,0.0,11.5,Prcard,Medallion Leasin,False,True
1056,11.8,30.5,2.0,4.0,37.0,Credit Card,5 Star Taxi,True,False
1059,5.62,17.25,0.0,0.0,17.25,Cash,Flash Cab,False,True
1950,9.76,28.75,0.0,0.0,28.75,Prcard,5 Star Taxi,True,True
1081,2.55,11.75,1.99,1.0,15.24,Credit Card,Medallion Leasin,True,True
2205,16.84,42.0,9.3,4.0,55.8,Credit Card,Globe Taxi,False,True
333,1.09,8.0,2.13,0.0,10.13,Mobile,Blue Ribbon Taxi Association,False,True
290,0.64,10.0,1.9,0.0,11.9,Mobile,Taxicab Insurance Agency Llc,False,True
2492,18.62,46.5,10.2,4.0,61.2,Credit Card,Medallion Leasin,False,True
1200,0.6,29.0,0.0,0.0,29.0,Unknown,Taxi Affiliation Services,False,False
2164,15.95,41.5,8.0,4.0,54.0,Credit Card,Chicago Independents,False,True
1406,13.3,34.5,0.0,4.0,38.5,Cash,Sun Taxi,False,False
450,2.0,8.5,0.0,1.0,9.5,Cash,5 Star Taxi,True,False
1281,6.56,19.5,5.0,0.0,25.0,Credit Card,City Service,False,False
441,1.11,6.75,1.0,0.0,8.25,Credit Card,Chicago Independents,False,True
381,0.95,6.25,0.68,0.0,7.43,Mobile,Star North Taxi Management Llc,False,True
499,1.79,8.25,2.0,1.0,11.75,Credit Card,Star North Taxi Management Llc,True,True
714,2.8,10.75,2.0,1.0,14.25,Credit Card,Taxicab Insurance Agency Llc,True,True
454,1.03,6.5,0.0,0.0,6.5,Cash,Sun Taxi,True,False
1080,10.2,27.25,0.0,0.0,27.25,Unknown,Taxi Affiliation Services,False,False
350,1.2,6.75,3.0,0.0,10.25,Credit Card,Patriot Taxi Dba Peace Taxi Associat,False,True
2736,17.94,45.0,9.1,0.0,54.6,Credit Card,Flash Cab,False,True
1920,0.4,22.25,0.0,0.0,22.25,Unknown,Taxi Affiliation Services,False,True
1500,12.0,32.5,0.0,0.0,32.5,Unknown,Taxi Affiliation Services,False,True
1860,1.0,43.0,11.85,4.0,58.85,Credit Card,Taxi Affiliation Services,False,False
986,3.6,23.0,4.9,1.0,29.4,Credit Card,Globe Taxi,False,True
2270,17.01,42.5,7.05,4.0,54.05,Credit Card,5 Star Taxi,False,True
840,0.1,11.5,0.0,1.5,13.0,Cash,Taxi Affiliation Services,True,False
1877,12.65,34.5,8.4,7.0,50.4,Credit Card,Taxicab Insurance Agency Llc,False,True
1490,10.23,28.25,0.0,1.0,29.25,Prcard,Flash Cab,True,True
288,1.21,9.0,2.31,0.0,11.31,Mobile,Sun Taxi,True,False
1392,15.56,39.5,0.0,0.0,39.5,Prcard,Flash Cab,True,True
182,0.43,4.75,0.0,0.0,4.75,Cash,Taxicab Insurance Agency Llc,False,True
3300,19.9,54.5,0.0,4.0,58.5,Cash,Taxi Affiliation Services,False,True
1530,15.17,35.02,3.73,0.0,38.75,Mobile,City Service,False,False
207,0.8,5.25,0.0,0.0,5.75,Credit Card,Taxicab Insurance Agency Llc,True,True
460,1.7,7.75,0.0,0.0,7.75,Cash,Flash Cab,False,True
467,1.05,7.0,2.0,0.0,9.5,Credit Card,Flash Cab,False,True
1488,10.5,29.25,0.0,0.0,29.25,Prcard,Flash Cab,False,False
180,0.9,5.75,0.0,0.0,5.75,Cash,Taxi Affiliation Services,False,True
660,0.3,17.5,5.0,1.0,23.5,Credit Card,Taxi Affiliation Services,False,True
3699,7.28,31.25,0.0,0.0,31.25,Prcard,Flash Cab,True,True
40,0.05,3.25,4.61,27.0,35.36,Credit Card,Medallion Leasin,False,False
1684,17.14,43.75,0.0,1.0,44.75,Cash,City Service,False,True
2901,13.46,38.25,11.06,5.5,55.31,Credit Card,City Service,False,True
1980,19.9,48.75,10.85,5.0,64.6,Credit Card,U Taxicab,False,True
780,1.8,9.25,1.39,0.0,10.64,Credit Card,Top Cab Affiliation,False,True
1869,9.88,28.25,0.0,0.0,28.25,Prcard,5 Star Taxi,False,True
14,0.02,3.25,0.0,0.0,3.25,Cash,Globe Taxi,False,True
1757,6.4,20.0,0.0,3.0,23.0,Prcard,Flash Cab,False,True
515,1.86,8.5,0.0,0.0,8.5,Cash,Taxicab Insurance Agency Llc,False,False
2174,16.75,42.0,7.2,5.5,55.2,Credit Card,Medallion Leasin,False,True
266,0.8,5.5,0.0,0.0,5.5,Cash,Taxicab Insurance Agency Llc,False,True
1620,0.2,17.0,0.0,0.0,17.0,Cash,Taxi Affiliation Services,False,True
274,0.8,10.0,2.53,0.0,12.53,Mobile,Sun Taxi,False,True
902,4.64,15.11,0.0,0.0,15.11,Mobile,Flash Cab,False,True
890,2.27,10.75,2.0,1.0,14.25,Credit Card,Flash Cab,False,True
1080,0.8,33.25,7.55,4.0,44.8,Credit Card,Taxi Affiliation Services,False,False
1517,17.6,44.4,0.0,0.0,44.4,Cash,Flash Cab,False,True
469,1.09,7.0,3.0,0.0,10.5,Credit Card,Taxicab Insurance Agency Llc,False,True
970,8.38,23.0,0.0,0.0,23.0,Prcard,City Service,False,False
2100,1.5,59.0,11.8,0.0,70.8,Credit Card,Taxi Affiliation Services,False,True
1426,18.63,44.63,4.0,0.0,48.63,Mobile,Star North Taxi Management Llc,False,False
634,2.6,10.25,3.0,0.0,13.75,Credit Card,Flash Cab,False,True
900,4.9,16.5,0.0,0.0,16.5,Cash,Globe Taxi,False,False
